X value [cm⁻¹],IR Spectrum 18/O-PTIR (mV) [],IR Spectrum 17/O-PTIR (mV) [],IR Spectrum 16/O-PTIR (mV) [],IR Spectrum 15/O-PTIR (mV) [],IR Spectrum 14/O-PTIR (mV) [],IR Spectrum 13/O-PTIR (mV) [],IR Spectrum 12/O-PTIR (mV) [],IR Spectrum 11/O-PTIR (mV) [],IR Spectrum 10/O-PTIR (mV) []
1245,88.1228637695313,164.360916137695,204.677032470703,101.927146911621,149.243286132813,224.881378173828,309.875,246.406631469727,68.2262573242188
1247,86.2679290771484,167.271545410156,207.689300537109,103.69596862793,152.48371887207,227.177993774414,312.707733154297,254.03564453125,70.9087982177734
1249,87.6471328735352,170.865478515625,209.33039855957,103.079711914063,152.18424987793,228.112823486328,313.640899658203,260.275329589844,70.8525772094727
1251,84.1877365112305,166.076141357422,209.28498840332,99.1571273803711,150.253646850586,228.583023071289,304.464965820313,257.887329101563,71.5184555053711
1253,82.5773696899414,170.604934692383,208.069274902344,99.8667297363281,147.211441040039,226.609939575195,302.365570068359,252.974838256836,74.3735427856445
1255,82.8473510742188,163.544723510742,204.9384765625,98.1985931396484,147.471755981445,224.484802246094,296.672393798828,250.240646362305,72.0475158691406
1257,81.5502853393555,160.307586669922,198.106353759766,95.1985931396484,145.182525634766,223.108673095703,283.953002929688,249.778839111328,70.8557586669922
1259,80.7798156738281,166.571533203125,198.232574462891,92.6595153808594,140.403045654297,222.493957519531,277.965545654297,247.757995605469,73.8470916748047
1261,80.999755859375,157.54248046875,199.039581298828,92.7362594604492,139.322860717773,220.971740722656,269.769439697266,246.910614013672,74.6944122314453
1263,81.2179412841797,157.34521484375,195.095001220703,91.3813934326172,136.994506835938,218.177124023438,261.723785400391,244.973358154297,74.1141586303711
1265,79.9647445678711,160.734130859375,196.848602294922,89.3718490600586,134.341705322266,216.657043457031,257.004058837891,243.728317260742,77.1562805175781
1267,78.8417663574219,158.032730102539,200.846008300781,89.2160720825195,134.702926635742,215.7294921875,253.514984130859,248.42561340332,78.6711883544922
1269,79.0610885620117,156.521682739258,201.304763793945,90.7001495361328,133.954681396484,217.599014282227,253.418762207031,256.438140869141,77.6048355102539
1271,78.8488311767578,147.689804077148,204.996963500977,91.0666275024414,133.542434692383,219.546234130859,248.059585571289,257.717834472656,76.448600769043
1273,77.905891418457,153.202651977539,209.961181640625,88.6017074584961,132.830307006836,219.645874023438,247.019378662109,258.110107421875,77.3144073486328
1275,77.6735153198242,152.611221313477,214.893096923828,87.7519454956055,133.560516357422,220.068176269531,247.811996459961,253.909957885742,78.667350769043
1277,78.4626770019531,144.263717651367,221.470199584961,86.5417175292969,136.379516601563,221.935775756836,246.04231262207,254.188598632813,76.717170715332
1279,78.5952758789063,154.311447143555,227.866424560547,84.9666900634766,139.57568359375,223.810852050781,249.897659301758,256.598999023438,77.402702331543
1281,79.7051086425781,156.178970336914,231.055252075195,84.4732360839844,141.195693969727,223.844512939453,249.806442260742,249.909851074219,79.0526275634766
1283,81.1442642211914,151.50439453125,231.214630126953,84.2576065063477,143.574295043945,224.328063964844,247.551528930664,244.868041992188,75.3381652832031
1285,80.6553726196289,153.45556640625,232.630157470703,83.1962356567383,146.587020874023,227.317993164063,252.656112670898,236.296829223633,76.2578887939453
1287,81.4802017211914,156.109039306641,233.793167114258,85.2485198974609,150.089920043945,229.797393798828,258.223175048828,233.408706665039,74.9571075439453
1289,83.437255859375,161.380157470703,231.926910400391,87.2407684326172,154.074615478516,232.509704589844,262.217651367188,238.847579956055,76.0764541625977
1291,85.5228042602539,161.995620727539,237.255752563477,86.9642486572266,160.075897216797,236.539093017578,270.91162109375,229.680099487305,83.1985092163086
1293,89.2366638183594,163.617782592773,250.723571777344,91.6849975585938,167.234924316406,244.416351318359,278.93115234375,228.973602294922,85.441650390625
1295,92.593391418457,173.017761230469,259.027404785156,92.2406921386719,171.786102294922,250.604766845703,284.570861816406,231.342956542969,89.1317367553711
1297,97.2051391601563,177.544509887695,268.516693115234,93.2602844238281,175.624450683594,255.711654663086,292.402008056641,225.813064575195,92.9537811279297
1299,102.534690856934,187.427947998047,276.610656738281,97.1693496704102,182.633117675781,262.535736083984,298.971374511719,234.624542236328,90.9218444824219
1301,105.526275634766,188.214141845703,289.755828857422,100.860427856445,188.810302734375,268.421173095703,305.837341308594,235.585983276367,96.7863082885742
1303,108.741363525391,191.867431640625,298.449829101563,105.642845153809,191.26123046875,272.110382080078,310.069122314453,234.254318237305,99.2059631347656
1305,111.083808898926,206.533950805664,297.461120605469,108.63452911377,194.819091796875,273.599243164063,310.248382568359,237.274200439453,99.7156448364258
